name,conf,dlpno,b3lypd3,pm7hof,pm7,gfn,gfn2,mmff
Neutral_jobs/astex_1xoz,rmsd4-mmff,nan,5653.624916,-49.623660,5362.406746,8301.55,10078.64,93.276479
Neutral_jobs/astex_1xoz,rmsd4-pm7,nan,5660.282677,-65.901900,5378.049273,8309.65,10086.06,108.803144
Neutral_jobs/astex_1xoz,rmsd4-opt,5402.19918182,5668.925587,-65.901690,5378.048581,8309.66,10086.07,108.801163
Neutral_jobs/astex_1xoz,rmsd5-mmff,nan,5652.687209,-48.908190,5361.604246,8301.63,10078.46,94.430635
Neutral_jobs/astex_1xoz,rmsd5-pm7,nan,5660.667629,-65.923880,5378.095394,8309.76,10086.31,108.658899
Neutral_jobs/astex_1xoz,rmsd5-opt,5402.48231055,5668.763677,-65.923630,5378.094933,8309.77,10086.32,108.655597
Neutral_jobs/astex_1xoz,rmsd6-mmff,nan,5652.802723,-48.562030,5361.461041,8300.58,10077.54,95.084735
Neutral_jobs/astex_1xoz,rmsd6-pm7,nan,5660.847043,-65.715450,5377.99093,8309.63,10086.01,108.280929
Neutral_jobs/astex_1xoz,rmsd6-opt,5402.42079928,5668.891813,-65.714950,5377.990239,8309.62,10085.99,108.296712
Neutral_jobs/astex_1xoz,rmsd9-mmff,nan,5652.481085,-48.509030,5361.187776,8301.65,10078.35,94.988591
Neutral_jobs/astex_1xoz,rmsd9-pm7,nan,5660.359662,-65.904590,5378.098853,8309.57,10085.89,108.680433
Neutral_jobs/astex_1xoz,rmsd9-opt,5402.16603002,5668.914355,-65.904730,5378.099083,8309.58,10085.89,108.681600
Neutral_jobs/astex_1yqy,rmsd1-mmff,nan,4346.540380,-193.908940,4172.275688,6549.9,7482.0,25.726565
Neutral_jobs/astex_1yqy,rmsd102-mmff,nan,4357.694172,-206.499340,4184.743266,6557.63,7491.02,13.621305
Neutral_jobs/astex_1yqy,rmsd102-pm7,nan,4355.506689,-219.029850,4197.367655,6556.28,7488.05,26.644088
Neutral_jobs/astex_1yqy,rmsd102-opt,4193.60559467,4363.607269,-219.029800,4197.367194,6556.27,7488.03,26.648059
Neutral_jobs/astex_1yqy,rmsd187-mmff,nan,4350.255527,-195.589710,4175.624512,6553.02,7480.14,29.119796
Neutral_jobs/astex_1yqy,rmsd187-pm7,nan,4357.580718,-221.429340,4197.36973,6559.42,7489.98,27.237528
Neutral_jobs/astex_1yqy,rmsd187-opt,4193.31026171,4367.044738,-221.429220,4197.370653,6559.42,7489.98,27.236810
Neutral_jobs/astex_1yqy,rmsd239-mmff,nan,4354.877541,-200.676670,4180.203375,6556.21,7485.17,23.145624
Neutral_jobs/astex_1yqy,rmsd239-pm7,nan,4356.975276,-220.892490,4197.463125,6558.84,7489.22,28.989969
Neutral_jobs/astex_1yqy,rmsd239-opt,4192.37507283,4367.043671,-220.892470,4197.462433,6558.83,7489.22,28.980128
Neutral_jobs/astex_1yqy,rmsd249-mmff,nan,4351.276377,-197.469420,4177.227668,6553.35,7481.71,27.888831
Neutral_jobs/astex_1yqy,rmsd249-pm7,nan,4357.811664,-221.691440,4197.555597,6559.53,7489.88,27.317348
Neutral_jobs/astex_1yqy,rmsd249-opt,4193.41367631,4364.330255,-221.691200,4197.556519,6559.53,7489.87,27.321439
Neutral_jobs/astex_1yqy,rmsd56-mmff,nan,4356.989283,-202.935210,4181.028936,6557.26,7487.84,20.941018
Neutral_jobs/astex_1yqy,rmsd56-pm7,nan,4357.404893,-221.387740,4197.525388,6559.36,7489.79,27.366519
Neutral_jobs/astex_1yqy,rmsd56-opt,4193.40459198,4367.029847,-221.387590,4197.52631,6559.36,7489.79,27.362253
Neutral_jobs/astex_1yqy,rmsd62-mmff,nan,4356.302333,-202.487350,4182.329078,6559.69,7487.89,20.256418
Neutral_jobs/astex_1yqy,rmsd62-pm7,nan,4357.747013,-221.638460,4197.59503,6559.5,7489.76,27.561835
Neutral_jobs/astex_1yqy,rmsd62-opt,4193.42337083,4368.749197,-221.638460,4197.596644,6559.49,7489.76,27.562225
Neutral_jobs/astex_1yqy,rmsd65-mmff,nan,4357.433384,-202.082760,4182.329309,6560.39,7488.56,17.577391
Neutral_jobs/astex_1yqy,rmsd65-pm7,nan,4357.631976,-221.602030,4197.47673,6559.38,7489.66,27.804378
Neutral_jobs/astex_1yqy,rmsd65-opt,4193.39176457,4365.645093,-221.601670,4197.473732,6559.38,7489.66,27.813171
Neutral_jobs/astex_1yqy,rmsd67-mmff,nan,4354.747205,-202.620300,4182.080488,6557.71,7486.75,23.800532
Neutral_jobs/astex_1yqy,rmsd67-pm7,nan,4357.398791,-221.391170,4197.50348,6559.34,7489.75,27.468951
Neutral_jobs/astex_1yqy,rmsd67-opt,4193.25101405,4367.154210,-221.390750,4197.503941,6559.35,7489.76,27.467895
Neutral_jobs/astex_1yqy,rmsd68-mmff,nan,4356.708504,-201.698260,4181.979253,6560.26,7488.32,18.284910
Neutral_jobs/astex_1yqy,rmsd68-pm7,nan,4357.444233,-221.398820,4197.450672,6559.42,7489.87,27.425844
Neutral_jobs/astex_1yqy,rmsd68-opt,4193.30303104,4367.151204,-221.398580,4197.44975,6559.42,7489.86,27.429310
Neutral_jobs/astex_1yqy,rmsd7-mmff,nan,4356.603465,-202.246660,4181.360774,6556.89,7489.09,18.108215
Neutral_jobs/astex_1yqy,rmsd72-mmff,nan,4356.990893,-203.048080,4181.158304,6557.37,7488.01,20.838419
Neutral_jobs/astex_1yqy,rmsd72-pm7,nan,4357.314080,-221.264940,4197.651989,6559.22,7489.47,27.862588
Neutral_jobs/astex_1yqy,rmsd72-opt,4193.12309585,4368.585764,-221.264930,4197.653603,6559.22,7489.47,27.865813
Neutral_jobs/astex_1yvf,rmsd1-mmff,nan,5276.029992,-61.045920,5017.583718,7666.82,9331.79,88.034143
Neutral_jobs/astex_1yvf,rmsd1-pm7,nan,5273.357031,-69.585640,5026.26986,7667.66,9334.53,91.301024
Neutral_jobs/astex_1yvf,rmsd1-opt,5035.2753765,5280.160731,-69.585590,5026.26986,7667.66,9334.53,91.289347
Neutral_jobs/astex_1yvf,rmsd128-mmff,nan,5274.813183,-58.591410,5013.2207,7666.96,9330.44,91.011700
Neutral_jobs/astex_1yvf,rmsd17-mmff,nan,5276.935343,-60.602970,5017.442358,7668.2,9333.12,89.197907
Neutral_jobs/astex_1yvf,rmsd17-pm7,nan,5272.287260,-69.627540,5026.326358,7666.96,9333.91,90.829842
Neutral_jobs/astex_1yvf,rmsd17-opt,5034.27167655,5283.310856,-69.627330,5026.326358,7666.97,9333.92,90.828184
Neutral_jobs/astex_1yvf,rmsd202-mmff,nan,5272.008329,-60.985680,5018.123792,7663.73,9329.01,89.741135
Neutral_jobs/astex_1yvf,rmsd202-pm7,nan,5271.188541,-69.602890,5026.187073,7666.13,9333.07,91.197280
Neutral_jobs/astex_1yvf,rmsd202-opt,5033.47990031,5282.758410,-69.602800,5026.186612,7666.12,9333.07,91.195913
Neutral_jobs/astex_1yvf,rmsd210-mmff,nan,5274.631970,-61.152480,5018.285675,7665.43,9330.44,88.861503
Neutral_jobs/astex_1yvf,rmsd210-pm7,nan,5271.955038,-69.687550,5026.149485,7666.84,9333.79,91.719758
Neutral_jobs/astex_1yvf,rmsd210-opt,5034.07072698,5278.149716,-69.687390,5026.149716,7666.84,9333.78,91.710184
Neutral_jobs/astex_1yvf,rmsd218-mmff,nan,5277.872207,-60.723410,5017.850065,7668.44,9333.38,91.279094
Neutral_jobs/astex_1yvf,rmsd218-pm7,nan,5273.210022,-69.704010,5026.143951,7667.43,9334.22,91.993729
Neutral_jobs/astex_1yvf,rmsd218-opt,5035.05055735,5283.225109,-69.703960,5026.143951,7667.43,9334.22,91.980888
Neutral_jobs/astex_1yvf,rmsd220-mmff,nan,5278.065321,-61.462830,5018.599757,7668.42,9333.53,89.007190
Neutral_jobs/astex_1yvf,rmsd220-pm7,nan,5273.258112,-70.285770,5026.443505,7667.59,9334.89,90.283687
Neutral_jobs/astex_1yvf,rmsd220-opt,5035.31827321,5283.391274,-70.285980,5026.443966,7667.59,9334.88,90.268403
Neutral_jobs/astex_1yvf,rmsd246-mmff,nan,5278.713390,-59.769770,5015.820985,7671.87,9335.3,84.908327
Neutral_jobs/astex_1yvf,rmsd4-mmff,nan,5275.043820,-60.888500,5017.805328,7666.06,9331.2,90.920972
Neutral_jobs/astex_1yvf,rmsd4-pm7,nan,5272.833638,-69.644330,5026.143489,7667.4,9334.39,91.810510
Neutral_jobs/astex_1yvf,rmsd4-opt,5034.82124112,5283.875736,-69.644090,5026.143259,7667.39,9334.39,91.808092
Neutral_jobs/astex_1yvf,rmsd43-mmff,nan,5273.625875,-60.607310,5017.153181,7665.19,9330.64,88.455401
Neutral_jobs/astex_1yvf,rmsd43-pm7,nan,5274.835638,-71.577200,5026.238498,7667.85,9335.1,89.472266
Neutral_jobs/astex_1yvf,rmsd43-opt,5035.98726628,5285.582776,-71.577530,5026.238498,7667.85,9335.11,89.464596
Neutral_jobs/astex_1yvf,rmsd44-mmff,nan,5275.457749,-59.888070,5016.914046,7666.24,9330.8,88.309347
Neutral_jobs/astex_1yvf,rmsd44-pm7,nan,5273.139177,-71.491160,5026.295918,7667.19,9334.8,88.637906
Neutral_jobs/astex_1yvf,rmsd44-opt,5034.64383538,5283.847220,-71.490590,5026.295688,7667.19,9334.8,88.636687
Neutral_jobs/astex_1yvf,rmsd57-mmff,nan,5274.785921,-60.971280,5017.914634,7665.64,9330.57,86.893665
Neutral_jobs/astex_1yvf,rmsd57-pm7,nan,5271.181284,-69.566690,5026.235039,7666.03,9332.87,90.347593
Neutral_jobs/astex_1yvf,rmsd57-opt,5033.41001631,5277.954846,-69.566650,5026.234808,7666.02,9332.86,90.347653
Neutral_jobs/astex_1yvf,rmsd84-mmff,nan,5278.367647,-61.568120,5015.246552,7670.03,9333.95,87.332545
Neutral_jobs/astex_1z95,rmsd1-mmff,nan,4861.659955,-275.230130,4675.928029,7112.36,8430.45,93.983005
Neutral_jobs/astex_1z95,rmsd124-mmff,nan,4871.693862,-286.614870,4682.360483,7123.08,8440.85,85.658568
Neutral_jobs/astex_1z95,rmsd131-mmff,nan,4881.724101,-293.115990,4691.585776,7129.53,8449.4,60.493615
Neutral_jobs/astex_1z95,rmsd136-mmff,nan,4884.714894,-293.325640,4693.057719,7134.86,8451.7,62.673400
Neutral_jobs/astex_1z95,rmsd136-pm7,nan,4884.573000,-305.344400,4704.629633,7135.42,8453.0,72.011727
Neutral_jobs/astex_1z95,rmsd136-opt,4678.2045888,4894.334145,-305.344390,4704.629863,7135.42,8453.01,72.015158
Neutral_jobs/astex_1z95,rmsd137-mmff,nan,4882.964399,-291.364920,4689.317791,7131.66,8450.14,61.564620
Neutral_jobs/astex_1z95,rmsd141-mmff,nan,4883.082962,-293.196750,4693.140275,7134.96,8451.41,62.306478
Neutral_jobs/astex_1z95,rmsd141-pm7,nan,4886.499036,-304.982200,4704.190103,7136.51,8453.72,68.933152
Neutral_jobs/astex_1z95,rmsd141-opt,4679.87277408,4894.886049,-304.981930,4704.190333,7136.51,8453.72,68.932151
Neutral_jobs/astex_1z95,rmsd153-mmff,nan,4882.131890,-289.656940,4688.349718,7130.7,8449.52,60.731814
Neutral_jobs/astex_1z95,rmsd160-mmff,nan,4882.632337,-292.497520,4692.233772,7133.52,8450.11,63.852447
Neutral_jobs/astex_1z95,rmsd160-pm7,nan,4884.045520,-305.377620,4704.611876,7135.14,8452.81,72.606100
Neutral_jobs/astex_1z95,rmsd160-opt,4677.97272225,4894.110820,-305.376830,4704.612107,7135.16,8452.83,72.607881
Neutral_jobs/astex_1z95,rmsd177-mmff,nan,4864.507318,-277.676430,4676.674262,7116.92,8432.53,89.321817
Neutral_jobs/astex_1z95,rmsd203-mmff,nan,4885.950827,-294.185430,4693.84523,7134.91,8451.82,62.429480
Neutral_jobs/astex_1z95,rmsd203-pm7,nan,4883.911318,-305.362970,4704.746318,7135.05,8452.64,73.446789
Neutral_jobs/astex_1z95,rmsd203-opt,4677.62336582,4892.348660,-305.362930,4704.747471,7135.06,8452.64,73.444985
Neutral_jobs/astex_1z95,rmsd204-mmff,nan,4879.858692,-288.944120,4689.667847,7129.6,8445.88,62.843661
Neutral_jobs/astex_1z95,rmsd204-pm7,nan,4883.827518,-305.378020,4704.532549,7134.64,8452.5,74.370070
Neutral_jobs/astex_1z95,rmsd204-opt,4677.1060874,4892.542417,-305.377940,4704.532549,7134.64,8452.5,74.370636
Neutral_jobs/astex_1z95,rmsd205-mmff,nan,4883.773273,-292.877220,4692.585443,7134.18,8450.89,62.991734
Neutral_jobs/astex_1z95,rmsd205-pm7,nan,4885.320586,-304.880010,4704.462445,7135.85,8453.09,71.042431
Neutral_jobs/astex_1z95,rmsd205-opt,4679.09747947,4894.085478,-304.879820,4704.461753,7135.84,8453.08,71.035499
Neutral_jobs/astex_1z95,rmsd209-mmff,nan,4884.320310,-293.081200,4692.677684,7135.26,8452.18,62.405167
Neutral_jobs/astex_1z95,rmsd209-pm7,nan,4885.872188,-305.037300,4704.378967,7136.12,8453.55,69.352397
Neutral_jobs/astex_1z95,rmsd209-opt,4679.47715315,4894.588450,-305.037200,4704.378506,7136.13,8453.56,69.359400
Neutral_jobs/astex_1z95,rmsd223-mmff,nan,4886.943048,-295.088600,4694.665947,7135.47,8452.54,62.584598
Neutral_jobs/astex_1z95,rmsd223-pm7,nan,4883.935104,-305.413250,4704.622023,7134.82,8452.58,73.846585
Neutral_jobs/astex_1z95,rmsd223-opt,4677.55066639,4892.495208,-305.413190,4704.622254,7134.82,8452.57,73.846043
Neutral_jobs/astex_1z95,rmsd242-mmff,nan,4889.278844,-295.174390,4694.629973,7136.8,8454.12,61.012127
Neutral_jobs/astex_1z95,rmsd242-pm7,nan,4884.586772,-305.349520,4704.576825,7135.29,8452.93,72.049014
Neutral_jobs/astex_1z95,rmsd242-opt,4678.08585118,4891.774865,-305.349510,4704.576363,7135.28,8452.92,72.051759
Neutral_jobs/astex_1z95,rmsd243-mmff,nan,4880.454656,-291.751470,4691.80093,7133.3,8449.48,64.508813
Neutral_jobs/astex_1z95,rmsd243-pm7,nan,4886.310394,-305.032100,4704.21962,7136.42,8453.75,68.788423
Neutral_jobs/astex_1z95,rmsd243-opt,4679.60151868,4894.992902,-305.031810,4704.21985,7136.42,8453.75,68.799531
Neutral_jobs/astex_1z95,rmsd3-mmff,nan,4867.692032,-282.182620,4680.092267,7120.88,8434.92,80.433989
Neutral_jobs/astex_1z95,rmsd38-mmff,nan,4868.243455,-280.033370,4677.413577,7121.99,8440.1,78.888557
Neutral_jobs/astex_1z95,rmsd75-mmff,nan,4867.369527,-276.470980,4679.136647,7117.41,8436.71,77.149128
Neutral_jobs/astex_1z95,rmsd78-mmff,nan,4874.455399,-281.741090,4680.097802,7123.58,8443.5,71.141300
Neutral_jobs/astex_2br1,rmsd111-mmff,nan,5762.808225,-45.536600,5462.539398,8453.8,10192.17,206.768399
Neutral_jobs/astex_2br1,rmsd111-pm7,nan,5766.904002,-63.377520,5477.436153,8456.7,10195.98,206.454630
Neutral_jobs/astex_2br1,rmsd111-opt,5512.47703805,5777.143492,-63.377480,5477.435231,8456.7,10195.98,206.449225
Neutral_jobs/astex_2br1,rmsd122-mmff,nan,5769.009366,-49.873670,5462.969012,8459.11,10196.58,171.145193
Neutral_jobs/astex_2br1,rmsd122-pm7,nan,5767.148432,-63.365970,5477.433386,8456.82,10196.13,167.336084
Neutral_jobs/astex_2br1,rmsd122-opt,5512.39277394,5777.187263,-63.365820,5477.433155,8456.83,10196.14,167.339646
Neutral_jobs/astex_2br1,rmsd123-mmff,nan,5769.139648,-50.170920,5463.28171,8459.2,10196.77,22.823254
Neutral_jobs/astex_2br1,rmsd143-mmff,nan,5762.860677,-45.770570,5462.443236,8453.43,10192.4,29.530578
Neutral_jobs/astex_2br1,rmsd144-mmff,nan,5766.260706,-47.492350,5463.972137,8455.99,10194.13,23.771413
Neutral_jobs/astex_2br1,rmsd145-mmff,nan,5763.860384,-46.034190,5462.203178,8453.67,10192.55,208.791178
Neutral_jobs/astex_2br1,rmsd145-pm7,nan,5767.270681,-63.419390,5477.46175,8457.06,10196.4,206.359835
Neutral_jobs/astex_2br1,rmsd145-opt,5512.57551777,5777.185764,-63.419410,5477.461289,8457.04,10196.38,206.356790
Neutral_jobs/astex_2br1,rmsd149-mmff,nan,5754.499966,-35.311430,5450.663317,8446.42,10183.1,29.947400
Neutral_jobs/astex_2br1,rmsd150-mmff,nan,5762.861794,-45.260130,5462.262673,8453.99,10192.15,27.181005
Neutral_jobs/astex_2br1,rmsd152-mmff,nan,5768.884784,-49.699770,5462.787758,8458.96,10196.36,215.195814
Neutral_jobs/astex_2br1,rmsd152-pm7,nan,5767.157671,-63.333770,5477.476048,8456.79,10196.09,206.099020
Neutral_jobs/astex_2br1,rmsd152-opt,5512.32974721,5777.390910,-63.333570,5477.476278,8456.77,10196.07,206.076526
Neutral_jobs/astex_2br1,rmsd153-mmff,nan,5763.963334,-48.672190,5461.858195,8454.81,10192.66,217.882615
Neutral_jobs/astex_2br1,rmsd153-pm7,nan,5766.690264,-63.311670,5477.440073,8456.45,10195.74,206.521330
Neutral_jobs/astex_2br1,rmsd153-opt,5511.83633391,5777.245790,-63.311250,5477.439612,8456.46,10195.75,206.532868
Neutral_jobs/astex_2br1,rmsd159-mmff,nan,5763.644999,-45.741100,5462.802516,8454.63,10192.07,27.539147
Neutral_jobs/astex_2br1,rmsd161-mmff,nan,5765.288463,-46.027250,5462.37221,8455.37,10192.9,205.395176
Neutral_jobs/astex_2br1,rmsd161-pm7,nan,5766.962122,-63.395600,5477.453679,8456.74,10196.1,206.415536
Neutral_jobs/astex_2br1,rmsd161-opt,5512.34880835,5777.328668,-63.395110,5477.45391,8456.72,10196.08,206.396443
Neutral_jobs/astex_2br1,rmsd167-mmff,nan,5765.548196,-48.921140,5462.087645,8456.28,10193.95,214.628994
Neutral_jobs/astex_2br1,rmsd167-pm7,nan,5767.303682,-63.429860,5477.450451,8457.02,10196.31,206.457311
Neutral_jobs/astex_2br1,rmsd167-opt,5512.69866204,5777.302803,-63.429910,5477.449989,8457.02,10196.32,206.465325
Neutral_jobs/astex_2br1,rmsd226-mmff,nan,5762.962263,-45.637000,5462.241919,8453.55,10192.38,208.465922
Neutral_jobs/astex_2br1,rmsd226-pm7,nan,5767.332457,-63.412280,5477.539925,8457.16,10196.43,206.459004
Neutral_jobs/astex_2br1,rmsd226-opt,5512.57606506,5777.512838,-63.412320,5477.539694,8457.16,10196.44,206.458119
Neutral_jobs/astex_2br1,rmsd239-mmff,nan,5763.148647,-45.623520,5461.98641,8453.5,10192.44,208.467278
Neutral_jobs/astex_2br1,rmsd239-pm7,nan,5766.916299,-63.407830,5477.451373,8456.72,10196.04,205.741909
Neutral_jobs/astex_2br1,rmsd239-opt,5512.54765206,5777.266583,-63.407930,5477.451604,8456.72,10196.04,205.736035
Neutral_jobs/astex_2br1,rmsd240-mmff,nan,5763.759831,-45.355170,5462.424096,8454.95,10192.17,26.766791
Neutral_jobs/astex_2br1,rmsd244-mmff,nan,5769.466720,-49.936570,5463.191083,8459.58,10196.94,214.449636
Neutral_jobs/astex_2br1,rmsd244-pm7,nan,5767.264860,-63.397300,5477.492882,8457.23,10196.41,207.046263
Neutral_jobs/astex_2br1,rmsd244-opt,5512.76964726,5776.889751,-63.397200,5477.493112,8457.23,10196.41,207.044015
Neutral_jobs/astex_2bsm,rmsd1-mmff,nan,5120.456951,-84.927860,4861.837573,7549.07,9042.21,70.925353
Neutral_jobs/astex_2bsm,rmsd138-mmff,nan,5129.890770,-88.192950,4865.302391,7556.26,9048.66,54.344164
Neutral_jobs/astex_2bsm,rmsd138-pm7,nan,5124.914182,-100.242910,4877.524146,7553.32,9045.84,69.415473
Neutral_jobs/astex_2bsm,rmsd138-opt,4894.63497198,5133.765480,-100.242730,4877.522993,7553.32,9045.84,69.411880
Neutral_jobs/astex_2bsm,rmsd167-mmff,nan,5129.885206,-88.019670,4864.974934,7555.92,9048.33,54.753380
Neutral_jobs/astex_2bsm,rmsd167-pm7,nan,5124.819556,-100.061530,4877.2352,7552.96,9045.42,69.721941
Neutral_jobs/astex_2bsm,rmsd167-opt,4894.52778493,5133.834863,-100.061410,4877.2352,7552.96,9045.42,69.725101
Neutral_jobs/astex_2bsm,rmsd169-mmff,nan,5130.024013,-88.141320,4865.200464,7556.17,9048.7,54.408179
Neutral_jobs/astex_2bsm,rmsd169-pm7,nan,5123.542689,-100.075750,4877.163251,7552.11,9045.06,71.593807
Neutral_jobs/astex_2bsm,rmsd169-opt,4893.48330188,5133.096582,-100.075570,4877.163021,7552.11,9045.07,71.594359
Neutral_jobs/astex_2bsm,rmsd188-mmff,nan,5129.823839,-88.179690,4865.296395,7556.01,9048.44,54.589689
Neutral_jobs/astex_2bsm,rmsd188-pm7,nan,5124.633007,-100.033890,4877.250881,7552.9,9045.25,69.990591
Neutral_jobs/astex_2bsm,rmsd188-opt,4894.16108721,5133.595166,-100.034140,4877.25065,7552.9,9045.26,69.989851
Neutral_jobs/astex_2bsm,rmsd208-mmff,nan,5129.823982,-88.083930,4865.136356,7555.98,9048.31,35.479553
Neutral_jobs/astex_2bsm,rmsd208-pm7,nan,5124.372332,-100.129970,4877.303228,7552.58,9045.23,48.952237
Neutral_jobs/astex_2bsm,rmsd208-opt,4894.22325571,5134.937201,-100.129650,4877.302997,7552.57,9045.22,49.299864
Neutral_jobs/astex_2bsm,rmsd222-mmff,nan,5119.839012,-86.115560,4863.194444,7548.96,9040.55,67.114634
Neutral_jobs/astex_2bsm,rmsd223-mmff,nan,5129.727396,-88.088900,4865.209227,7555.9,9048.29,54.684030
Neutral_jobs/astex_2bsm,rmsd230-mmff,nan,5129.885036,-88.092430,4865.146964,7556.03,9048.36,54.683679
Neutral_jobs/astex_2bsm,rmsd230-pm7,nan,5124.202257,-100.108130,4877.287085,7552.5,9045.12,70.694200
Neutral_jobs/astex_2bsm,rmsd230-opt,4894.17249195,5134.804508,-100.107960,4877.287085,7552.5,9045.12,70.694740
Neutral_jobs/astex_2bsm,rmsd244-mmff,nan,5128.861907,-87.401760,4864.790912,7555.42,9048.39,54.909584
Neutral_jobs/astex_2bsm,rmsd244-pm7,nan,5124.836671,-100.190230,4877.450353,7553.04,9045.62,69.688178
Neutral_jobs/astex_2bsm,rmsd244-opt,4894.79584195,5134.060945,-100.189820,4877.449661,7553.05,9045.63,69.691867
Neutral_jobs/astex_2bsm,rmsd38-mmff,nan,5128.840541,-87.075710,4864.324632,7555.05,9048.23,54.840523
Neutral_jobs/astex_2bsm,rmsd38-pm7,nan,5124.140428,-100.276370,4877.546745,7552.62,9045.45,70.392112
Neutral_jobs/astex_2bsm,rmsd38-opt,4894.21908884,5133.173775,-100.276060,4877.546975,7552.62,9045.44,70.392096
Neutral_jobs/astex_2bsm,rmsd39-mmff,nan,5129.974469,-88.223380,4865.371341,7556.24,9048.61,54.360274
Neutral_jobs/astex_2bsm,rmsd39-pm7,nan,5124.663315,-100.263550,4877.565885,7553.07,9045.7,69.704557
Neutral_jobs/astex_2bsm,rmsd39-opt,4894.55129718,5132.939534,-100.263620,4877.566116,7553.07,9045.69,69.718694
Neutral_jobs/astex_2bsm,rmsd43-mmff,nan,5130.009398,-88.193870,4865.259037,7556.25,9048.8,54.372413
Neutral_jobs/astex_2bsm,rmsd43-pm7,nan,5124.558232,-100.260600,4877.536829,7552.94,9045.55,69.947311
Neutral_jobs/astex_2bsm,rmsd43-opt,4894.57752081,5133.701995,-100.260680,4877.536829,7552.92,9045.54,69.956432
Neutral_jobs/astex_2bsm,rmsd75-mmff,nan,5123.503423,-86.920230,4863.761498,7552.92,9045.29,65.673649
Neutral_jobs/omegacsd_ABHYTZ,rmsd18-mmff,nan,2930.109452,103.873800,2753.725406,4388.8,5356.17,102.789165
Neutral_jobs/omegacsd_ABHYTZ,rmsd18-pm7,nan,2928.393985,91.354020,2765.987748,4383.31,5352.68,115.306098
Neutral_jobs/omegacsd_ABHYTZ,rmsd18-opt,2778.25870208,2937.194092,91.354190,2765.987748,4383.3,5352.68,115.305521
Neutral_jobs/omegacsd_ABHYTZ,rmsd29-mmff,nan,2930.211424,103.895050,2753.099549,4387.67,5355.85,103.349877
Neutral_jobs/omegacsd_ABHYTZ,rmsd29-pm7,nan,2929.101169,91.401720,2766.00781,4383.96,5353.09,114.379281
Neutral_jobs/omegacsd_ABHYTZ,rmsd29-opt,2778.44466224,2937.072319,91.401790,2766.00781,4383.96,5353.09,114.387364
Neutral_jobs/omegacsd_ABHYTZ,rmsd30-mmff,nan,2929.540872,103.949910,2753.397949,4388.73,5355.69,103.278136
Neutral_jobs/omegacsd_ABHYTZ,rmsd30-pm7,nan,2928.924471,91.356720,2766.029717,4383.64,5352.95,115.134258
Neutral_jobs/omegacsd_ABHYTZ,rmsd30-opt,2778.58706934,2937.105478,91.356810,2766.029717,4383.64,5352.95,115.132796
Neutral_jobs/omegacsd_ABHYTZ,rmsd31-mmff,nan,2929.743932,103.553290,2753.878066,4388.61,5355.76,103.320029
Neutral_jobs/omegacsd_ABHYTZ,rmsd31-pm7,nan,2928.918999,91.357680,2766.044937,4383.61,5352.96,115.255726
Neutral_jobs/omegacsd_ABHYTZ,rmsd31-opt,2778.59275075,2937.080097,91.357690,2766.044937,4383.59,5352.95,115.261823
Neutral_jobs/omegacsd_ABHYTZ,rmsd39-mmff,nan,2930.181791,103.647600,2753.905047,4388.76,5356.09,102.808997
Neutral_jobs/omegacsd_ABHYTZ,rmsd39-pm7,nan,2928.806481,91.441830,2766.043323,4383.55,5353.08,114.854653
Neutral_jobs/omegacsd_ABHYTZ,rmsd39-opt,2778.10277627,2937.108600,91.441700,2766.043554,4383.55,5353.08,114.861539
Neutral_jobs/omegacsd_ABHYTZ,rmsd41-mmff,nan,2930.212138,103.438530,2754.090221,4388.74,5356.0,102.968516
Neutral_jobs/omegacsd_ABHYTZ,rmsd41-pm7,nan,2928.351140,91.455440,2766.044245,4383.13,5352.84,115.540323
Neutral_jobs/omegacsd_ABHYTZ,rmsd41-opt,2778.13680818,2937.188364,91.455430,2766.044245,4383.14,5352.85,115.523512
Neutral_jobs/omegacsd_ABHYTZ,rmsd50-mmff,nan,2928.934179,105.667470,2752.084663,4386.95,5355.09,104.187375
Neutral_jobs/omegacsd_ABHYTZ,rmsd50-pm7,nan,2928.309467,91.363100,2766.01934,4383.15,5352.67,115.529069
Neutral_jobs/omegacsd_ABHYTZ,rmsd50-opt,2778.20858158,2937.161192,91.363210,2766.01911,4383.15,5352.66,115.533452
Neutral_jobs/omegacsd_ABHYTZ,rmsd52-mmff,nan,2925.951553,106.515070,2749.21411,4387.02,5353.6,108.564763
Neutral_jobs/omegacsd_ABHYTZ,rmsd56-mmff,nan,2923.860396,111.417810,2746.063836,4383.75,5351.81,111.306318
Neutral_jobs/omegacsd_ABHYTZ,rmsd57-mmff,nan,2923.570908,111.293910,2746.188131,4383.75,5351.84,111.268288
Neutral_jobs/omegacsd_ABHYTZ,rmsd58-mmff,nan,2930.407927,104.870350,2752.712365,4388.51,5356.37,102.756396
Neutral_jobs/omegacsd_ABHYTZ,rmsd59-mmff,nan,2927.472163,105.320210,2750.300944,4387.65,5354.5,108.082509
Neutral_jobs/omegacsd_ABHYTZ,rmsd64-mmff,nan,2928.877585,103.294340,2752.046382,4388.85,5355.41,107.297778
Neutral_jobs/omegacsd_ABHYTZ,rmsd65-mmff,nan,2928.574634,103.018610,2752.47715,4388.65,5355.02,107.716385
Neutral_jobs/omegacsd_ABHYTZ,rmsd75-mmff,nan,2930.128875,105.020000,2752.560167,4388.56,5356.36,102.758336
